timestamp,user,source_ip,event,details
2025-11-08 17:55:34,bob,10.0.0.30,file_access,auto_generated_detail_108
2025-11-08 18:00:05,bob,10.0.0.49,login_success,auto_generated_detail_109
2025-11-08 18:00:58,bob,10.0.0.44,file_access,auto_generated_detail_110
2025-11-08 18:03:59,alice,10.0.0.17,file_access,auto_generated_detail_111
2025-11-08 18:06:04,dave,10.0.0.11,login_success,auto_generated_detail_112
2025-11-08 18:08:19,svc_sync,10.0.0.41,file_download,auto_generated_detail_113
2025-11-08 18:09:06,bob,10.0.0.42,login_failed,auto_generated_detail_114
2025-11-08 18:12:32,carol,10.0.0.17,login_success,auto_generated_detail_115
2025-11-08 18:12:44,admin,10.0.0.8,config_change,auto_generated_detail_116
2025-11-08 18:14:46,alice,10.0.0.46,login_failed,auto_generated_detail_117
2025-11-08 18:15:21,carol,10.0.0.9,login_success,auto_generated_detail_118
2025-11-08 18:19:28,carol,10.0.0.37,file_access,auto_generated_detail_119
2025-11-08 18:23:24,carol,10.0.0.48,file_copied,auto_generated_detail_120
2025-11-08 18:27:12,dave,10.0.0.37,login_success,auto_generated_detail_121
2025-11-08 18:28:43,dave,10.0.0.32,login_success,auto_generated_detail_122
2025-11-08 18:30:59,admin,10.0.0.19,config_change,auto_generated_detail_123
2025-11-08 18:35:35,carol,10.0.0.17,login_success,auto_generated_detail_124
2025-11-08 18:36:24,dave,10.0.0.17,login_success,auto_generated_detail_125
2025-11-08 18:39:17,admin,10.0.0.7,login_success,auto_generated_detail_126
2025-11-08 18:41:25,bob,10.0.0.11,privilege_escalation,auto_generated_detail_127
2025-11-08 18:42:07,bob,10.0.0.23,login_failed,auto_generated_detail_128
2025-11-08 18:45:49,alice,10.0.0.28,login_success,auto_generated_detail_129
2025-11-08 18:46:09,admin,10.0.0.38,login_success,auto_generated_detail_130
2025-11-08 18:46:22,svc_backup,10.0.0.21,config_change,auto_generated_detail_131
2025-11-08 18:50:06,carol,10.0.0.49,login_failed,auto_generated_detail_132
2025-11-08 18:52:08,carol,10.0.0.19,login_success,auto_generated_detail_133
2025-11-08 18:52:32,bob,10.0.0.44,file_access,auto_generated_detail_134
2025-11-08 18:56:09,dave,10.0.0.31,email_sent,auto_generated_detail_135
2025-11-08 19:00:52,alice,10.0.0.27,file_access,auto_generated_detail_136
2025-11-08 19:01:15,alice,10.0.0.29,login_success,auto_generated_detail_137
2025-11-08 19:05:21,alice,10.0.0.18,login_success,auto_generated_detail_138
2025-11-08 19:07:19,bob,10.0.0.23,config_change,auto_generated_detail_139
2025-11-08 19:10:43,bob,10.0.0.28,login_success,auto_generated_detail_140
2025-11-08 19:11:34,bob,10.0.0.49,login_failed,auto_generated_detail_141
2025-11-08 19:14:43,alice,10.0.0.6,config_change,auto_generated_detail_142
2025-11-08 19:15:13,dave,10.0.0.17,login_success,auto_generated_detail_143
2025-11-08 19:15:33,carol,10.0.0.17,login_success,auto_generated_detail_144
2025-11-08 19:16:41,carol,10.0.0.15,login_success,auto_generated_detail_145
2025-11-08 19:19:02,dave,10.0.0.12,file_access,auto_generated_detail_146
2025-11-08 19:20:10,dave,10.0.0.12,usb_insert,auto_generated_detail_147
2025-11-08 19:21:15,carol,10.0.0.21,login_failed,auto_generated_detail_148
2025-11-08 19:24:37,bob,10.0.0.47,login_success,auto_generated_detail_149
2025-11-08 19:26:51,alice,10.0.0.21,file_download,auto_generated_detail_150
2025-11-08 19:28:02,dave,10.0.0.38,config_change,auto_generated_detail_151
2025-11-08 19:31:09,carol,10.0.0.44,login_success,auto_generated_detail_152
2025-11-08 19:35:38,carol,10.0.0.2,file_download,auto_generated_detail_153
2025-11-08 19:39:58,alice,10.0.0.25,file_access,auto_generated_detail_154
2025-11-08 19:44:03,dave,10.0.0.29,login_success,auto_generated_detail_155
2025-11-08 19:48:40,svc_sync,10.0.0.19,file_access,auto_generated_detail_156
2025-11-08 19:53:25,dave,10.0.0.31,login_success,auto_generated_detail_157
2025-11-08 19:55:52,bob,10.0.0.17,sap_transaction,auto_generated_detail_158
2025-11-08 19:56:46,bob,10.0.0.30,login_success,auto_generated_detail_159
2025-11-08 20:00:53,carol,10.0.0.44,login_success,auto_generated_detail_160
2025-11-08 20:01:17,carol,10.0.0.22,login_success,auto_generated_detail_161
2025-11-08 20:03:15,bob,10.0.0.18,login_success,auto_generated_detail_162
2025-11-08 20:05:46,carol,10.0.0.35,external_transfer,auto_generated_detail_163
2025-11-08 20:06:39,alice,10.0.0.28,login_failed,auto_generated_detail_164
2025-11-08 20:08:52,dave,10.0.0.43,privilege_escalation,auto_generated_detail_165
2025-11-08 20:12:51,dave,10.0.0.7,login_success,auto_generated_detail_166
2025-11-08 20:16:28,dave,10.0.0.21,file_access,auto_generated_detail_167
2025-11-08 20:19:46,bob,10.0.0.35,login_success,auto_generated_detail_168
2025-11-08 20:24:37,bob,10.0.0.46,login_success,auto_generated_detail_169
2025-11-08 20:27:23,bob,10.0.0.9,privilege_escalation,auto_generated_detail_170
2025-11-08 20:30:14,alice,10.0.0.36,external_transfer,auto_generated_detail_171
2025-11-08 20:31:58,alice,10.0.0.49,login_failed,auto_generated_detail_172
2025-11-08 20:36:36,carol,10.0.0.8,sap_transaction,auto_generated_detail_173
2025-11-08 20:39:17,alice,10.0.0.13,login_success,auto_generated_detail_174
2025-11-08 20:44:00,alice,10.0.0.4,usb_insert,auto_generated_detail_175
2025-11-08 20:48:53,bob,10.0.0.10,file_access,auto_generated_detail_176
2025-11-08 20:53:14,alice,10.0.0.2,login_failed,auto_generated_detail_177
2025-11-08 20:57:24,bob,10.0.0.23,login_success,auto_generated_detail_178
2025-11-08 20:58:00,bob,10.0.0.32,login_success,auto_generated_detail_179
2025-11-08 20:58:43,bob,10.0.0.6,login_failed,auto_generated_detail_180
2025-11-08 20:59:20,alice,10.0.0.38,external_transfer,auto_generated_detail_181
2025-11-08 21:00:13,svc_sync,10.0.0.9,login_failed,auto_generated_detail_182
2025-11-08 21:03:56,carol,10.0.0.41,login_success,auto_generated_detail_183
2025-11-08 21:08:33,bob,10.0.0.30,login_success,auto_generated_detail_184
2025-11-08 21:12:22,bob,10.0.0.41,login_success,auto_generated_detail_185
2025-11-08 21:13:22,svc_backup,10.0.0.15,file_access,auto_generated_detail_186
2025-11-08 21:15:47,carol,10.0.0.12,login_success,auto_generated_detail_187
2025-11-08 21:20:39,alice,10.0.0.2,login_success,auto_generated_detail_188
2025-11-08 21:24:49,bob,10.0.0.16,login_success,auto_generated_detail_189
2025-11-08 21:27:23,dave,10.0.0.31,login_success,auto_generated_detail_190
2025-11-08 21:29:32,svc_backup,10.0.0.42,file_access,auto_generated_detail_191
2025-11-08 21:31:23,bob,10.0.0.36,login_success,auto_generated_detail_192
2025-11-08 21:32:49,svc_backup,10.0.0.11,login_success,auto_generated_detail_193
2025-11-08 21:34:23,dave,10.0.0.40,config_change,auto_generated_detail_194
2025-11-08 21:37:00,bob,10.0.0.31,file_access,auto_generated_detail_195
2025-11-08 21:40:36,svc_backup,10.0.0.34,login_failed,auto_generated_detail_196
2025-11-08 21:44:30,alice,10.0.0.4,file_copied,auto_generated_detail_197
2025-11-08 21:47:25,carol,10.0.0.3,login_success,auto_generated_detail_198
2025-11-08 21:47:45,svc_sync,10.0.0.45,sap_transaction,auto_generated_detail_199
2025-11-08 21:48:15,dave,10.0.0.13,login_success,auto_generated_detail_200
2025-11-08 21:52:11,svc_backup,10.0.0.13,brute_force,auto_generated_detail_201
2025-11-08 21:56:04,carol,10.0.0.33,usb_insert,auto_generated_detail_202
2025-11-08 22:00:14,bob,10.0.0.23,login_success,auto_generated_detail_203
2025-11-08 22:01:17,admin,10.0.0.23,login_success,auto_generated_detail_204
2025-11-08 22:05:40,bob,10.0.0.27,sap_transaction,auto_generated_detail_205
2025-11-08 22:10:31,alice,10.0.0.7,login_success,auto_generated_detail_206
2025-11-08 22:13:26,alice,10.0.0.27,file_download,auto_generated_detail_207
2025-11-08 22:13:36,carol,10.0.0.36,login_success,auto_generated_detail_208
2025-11-08 22:14:13,alice,10.0.0.25,file_access,auto_generated_detail_209
2025-11-08 22:18:38,carol,10.0.0.5,login_success,auto_generated_detail_210
2025-11-08 22:23:29,alice,10.0.0.20,login_success,auto_generated_detail_211
2025-11-08 22:27:47,alice,10.0.0.42,file_access,auto_generated_detail_212
2025-11-08 22:29:59,dave,10.0.0.21,login_failed,auto_generated_detail_213
2025-11-08 22:34:51,bob,10.0.0.16,brute_force,auto_generated_detail_214
2025-11-08 22:35:59,bob,10.0.0.9,file_access,auto_generated_detail_215
2025-11-08 22:37:27,carol,10.0.0.47,login_success,auto_generated_detail_216
2025-11-08 22:39:56,bob,10.0.0.32,port_scan,auto_generated_detail_217
2025-11-08 22:42:10,bob,10.0.0.11,login_success,auto_generated_detail_218
2025-11-08 22:46:40,dave,10.0.0.10,file_download,auto_generated_detail_219
2025-11-08 22:49:11,dave,10.0.0.28,login_success,auto_generated_detail_220
2025-11-08 22:53:40,bob,10.0.0.2,login_success,auto_generated_detail_221
2025-11-08 22:56:22,dave,10.0.0.39,brute_force,auto_generated_detail_222
2025-11-08 23:00:42,admin,10.0.0.30,login_failed,auto_generated_detail_223
2025-11-08 23:03:48,bob,10.0.0.36,login_success,auto_generated_detail_224
2025-11-08 23:06:42,admin,10.0.0.46,login_success,auto_generated_detail_225
2025-11-08 23:10:08,alice,10.0.0.28,login_success,auto_generated_detail_226
2025-11-08 23:14:20,dave,10.0.0.26,login_success,auto_generated_detail_227
2025-11-08 23:15:47,carol,10.0.0.4,login_success,auto_generated_detail_228
2025-11-08 23:18:46,admin,10.0.0.30,login_success,auto_generated_detail_229
2025-11-08 23:22:49,alice,203.0.113.55,brute_force,auto_generated_detail_230
2025-11-08 23:24:18,admin,203.0.113.55,brute_force,auto_generated_detail_231
2025-11-08 23:27:51,carol,203.0.113.55,brute_force,auto_generated_detail_232
2025-11-08 23:32:10,admin,203.0.113.55,login_failed,auto_generated_detail_233
2025-11-08 23:34:47,admin,203.0.113.55,login_failed,auto_generated_detail_234
2025-11-08 23:35:47,admin,203.0.113.55,login_failed,auto_generated_detail_235
2025-11-08 23:38:30,svc_backup,10.0.0.4,login_success,auto_generated_detail_236
2025-11-08 23:39:08,bob,10.0.0.25,login_success,auto_generated_detail_237
2025-11-08 23:41:23,carol,10.0.0.38,file_access,auto_generated_detail_238
2025-11-08 23:43:05,alice,10.0.0.7,file_access,auto_generated_detail_239
2025-11-08 23:46:30,carol,10.0.0.17,login_failed,auto_generated_detail_240
2025-11-08 23:47:53,alice,10.0.0.42,login_success,auto_generated_detail_241
2025-11-08 23:50:13,carol,10.0.0.31,file_copied,auto_generated_detail_242
2025-11-08 23:55:02,alice,10.0.0.30,external_transfer,auto_generated_detail_243
2025-11-08 23:57:45,carol,10.0.0.29,file_access,auto_generated_detail_244
2025-11-09 00:01:48,admin,10.0.0.14,brute_force,auto_generated_detail_245
2025-11-09 00:06:05,alice,10.0.0.26,login_failed,auto_generated_detail_246
2025-11-09 00:08:46,svc_sync,10.0.0.20,login_success,auto_generated_detail_247
2025-11-09 00:12:18,bob,10.0.0.38,file_download,auto_generated_detail_248
2025-11-09 00:12:53,svc_backup,10.0.0.49,login_failed,auto_generated_detail_249
2025-11-09 00:15:29,dave,10.0.0.16,file_access,auto_generated_detail_250
2025-11-09 00:18:39,alice,10.0.0.14,file_access,auto_generated_detail_251
2025-11-09 00:19:59,carol,10.0.0.42,file_access,auto_generated_detail_252
2025-11-09 00:22:47,dave,10.0.0.4,login_failed,auto_generated_detail_253
2025-11-09 00:24:04,alice,10.0.0.20,login_success,auto_generated_detail_254
2025-11-09 00:27:46,alice,10.0.0.10,config_change,auto_generated_detail_255
2025-11-09 00:31:03,carol,10.0.0.19,sap_transaction,auto_generated_detail_256
2025-11-09 00:33:24,svc_backup,10.0.0.32,usb_insert,auto_generated_detail_257
2025-11-09 00:36:05,dave,10.0.0.23,sap_transaction,auto_generated_detail_258
2025-11-09 00:40:14,svc_sync,10.0.0.11,config_change,auto_generated_detail_259
2025-11-09 00:42:19,admin,10.0.0.48,file_access,auto_generated_detail_260
2025-11-09 00:45:52,svc_sync,10.0.0.37,login_success,auto_generated_detail_261
2025-11-09 00:49:24,alice,10.0.0.36,login_success,auto_generated_detail_262
2025-11-09 00:52:42,carol,10.0.0.45,login_success,auto_generated_detail_263
2025-11-09 00:56:07,dave,10.0.0.25,login_success,auto_generated_detail_264
2025-11-09 00:58:16,bob,10.0.0.41,file_copied,auto_generated_detail_265
2025-11-09 01:03:13,bob,10.0.0.41,login_success,auto_generated_detail_266
2025-11-09 01:03:55,carol,10.0.0.31,email_sent,auto_generated_detail_267
2025-11-09 01:06:39,carol,10.0.0.9,login_success,auto_generated_detail_268
2025-11-09 01:07:08,bob,10.0.0.33,login_success,auto_generated_detail_269
2025-11-09 01:09:18,admin,10.0.0.10,login_success,auto_generated_detail_270
2025-11-09 01:12:37,carol,10.0.0.49,file_access,auto_generated_detail_271
2025-11-09 01:17:23,bob,10.0.0.49,privilege_escalation,auto_generated_detail_272
2025-11-09 01:21:05,carol,10.0.0.33,file_access,auto_generated_detail_273
2025-11-09 01:23:38,alice,10.0.0.25,login_success,auto_generated_detail_274
2025-11-09 01:27:35,svc_backup,10.0.0.25,login_success,auto_generated_detail_275
2025-11-09 01:30:53,carol,10.0.0.43,login_success,auto_generated_detail_276
2025-11-09 01:34:26,bob,10.0.0.9,external_transfer,auto_generated_detail_277
2025-11-09 01:38:28,alice,10.0.0.15,file_access,auto_generated_detail_278
2025-11-09 01:38:48,alice,10.0.0.23,login_success,auto_generated_detail_279
2025-11-09 01:40:02,dave,10.0.0.15,login_success,auto_generated_detail_280
2025-11-09 01:44:55,alice,10.0.0.15,sap_transaction,auto_generated_detail_281
2025-11-09 01:47:04,bob,10.0.0.11,sap_transaction,auto_generated_detail_282
2025-11-09 01:47:15,bob,10.0.0.11,port_scan,auto_generated_detail_283
2025-11-09 01:52:01,bob,10.0.0.13,login_success,auto_generated_detail_284
2025-11-09 01:52:24,alice,10.0.0.24,sap_transaction,auto_generated_detail_285
2025-11-09 01:54:35,carol,10.0.0.3,login_success,auto_generated_detail_286
2025-11-09 01:55:11,alice,10.0.0.28,login_failed,auto_generated_detail_287
2025-11-09 01:55:53,bob,10.0.0.25,login_failed,auto_generated_detail_288
2025-11-09 01:56:58,bob,10.0.0.16,external_transfer,auto_generated_detail_289
2025-11-09 01:57:30,dave,10.0.0.44,login_failed,auto_generated_detail_290
2025-11-09 02:01:34,carol,10.0.0.3,login_success,auto_generated_detail_291
2025-11-09 02:05:49,admin,10.0.0.29,file_access,auto_generated_detail_292
2025-11-09 02:10:10,dave,10.0.0.30,login_success,auto_generated_detail_293
2025-11-09 02:11:01,bob,10.0.0.11,login_success,auto_generated_detail_294
2025-11-09 02:13:31,carol,10.0.0.39,login_failed,auto_generated_detail_295
2025-11-09 02:16:27,bob,10.0.0.40,login_failed,auto_generated_detail_296
2025-11-09 02:20:29,carol,10.0.0.29,login_success,auto_generated_detail_297
2025-11-09 02:21:37,admin,10.0.0.43,file_download,auto_generated_detail_298
2025-11-09 02:26:29,dave,10.0.0.15,login_success,auto_generated_detail_299
2025-11-09 02:28:35,bob,10.0.0.31,login_success,auto_generated_detail_300
2025-11-09 02:29:33,bob,10.0.0.22,file_access,auto_generated_detail_301
2025-11-09 02:32:54,svc_sync,10.0.0.45,email_sent,auto_generated_detail_302
2025-11-09 02:33:38,alice,10.0.0.7,login_success,auto_generated_detail_303
2025-11-09 02:34:37,dave,10.0.0.25,sap_transaction,auto_generated_detail_304
2025-11-09 02:39:31,alice,10.0.0.37,login_failed,auto_generated_detail_305
2025-11-09 02:40:43,bob,10.0.0.44,email_sent,auto_generated_detail_306
2025-11-09 02:44:29,admin,10.0.0.48,login_success,auto_generated_detail_307
2025-11-09 02:47:06,carol,10.0.0.24,login_success,auto_generated_detail_308
2025-11-09 02:51:35,alice,10.0.0.44,login_failed,auto_generated_detail_309
2025-11-09 02:52:40,bob,10.0.0.37,login_success,auto_generated_detail_310
2025-11-09 02:55:12,carol,10.0.0.29,sap_transaction,auto_generated_detail_311
2025-11-09 03:00:07,alice,10.0.0.44,sap_transaction,auto_generated_detail_312
2025-11-09 03:02:33,alice,10.0.0.19,file_access,auto_generated_detail_313
2025-11-09 03:05:21,svc_backup,10.0.0.24,login_success,auto_generated_detail_314
2025-11-09 03:06:44,carol,10.0.0.27,login_success,auto_generated_detail_315
2025-11-09 03:07:09,alice,10.0.0.35,login_success,auto_generated_detail_316
2025-11-09 03:10:53,bob,10.0.0.12,login_success,auto_generated_detail_317
2025-11-09 03:13:49,dave,10.0.0.38,file_access,auto_generated_detail_318
2025-11-09 03:14:25,alice,10.0.0.41,login_success,auto_generated_detail_319
2025-11-09 03:15:16,bob,10.0.0.44,login_success,auto_generated_detail_320
2025-11-09 03:19:12,bob,10.0.0.15,config_change,auto_generated_detail_321
2025-11-09 03:20:20,bob,10.0.0.9,login_success,auto_generated_detail_322
2025-11-09 03:24:39,carol,10.0.0.21,login_success,auto_generated_detail_323
2025-11-09 03:28:11,svc_sync,10.0.0.5,login_success,auto_generated_detail_324
2025-11-09 03:30:55,svc_backup,10.0.0.10,config_change,auto_generated_detail_325
2025-11-09 03:33:33,bob,10.0.0.2,login_failed,auto_generated_detail_326
2025-11-09 03:37:23,alice,10.0.0.26,login_failed,auto_generated_detail_327
2025-11-09 03:39:30,carol,10.0.0.44,sap_transaction,auto_generated_detail_328
2025-11-09 03:40:16,bob,10.0.0.49,login_success,auto_generated_detail_329
2025-11-09 03:40:35,bob,10.0.0.6,file_download,auto_generated_detail_330
2025-11-09 03:44:24,carol,10.0.0.47,file_access,auto_generated_detail_331
2025-11-09 03:47:02,alice,10.0.0.3,usb_insert,auto_generated_detail_332
2025-11-09 03:48:39,dave,10.0.0.41,login_success,auto_generated_detail_333
2025-11-09 03:51:54,alice,10.0.0.8,login_success,auto_generated_detail_334
2025-11-09 03:55:29,carol,10.0.0.27,file_download,auto_generated_detail_335
2025-11-09 03:58:32,alice,10.0.0.12,login_success,auto_generated_detail_336
2025-11-09 03:59:40,carol,10.0.0.14,email_sent,auto_generated_detail_337
2025-11-09 04:02:48,bob,10.0.0.43,sap_transaction,auto_generated_detail_338
2025-11-09 04:04:58,alice,10.0.0.18,login_success,auto_generated_detail_339
2025-11-09 04:06:26,dave,10.0.0.43,login_success,auto_generated_detail_340
2025-11-09 04:10:48,bob,10.0.0.38,config_change,auto_generated_detail_341
2025-11-09 04:14:47,dave,10.0.0.38,file_access,auto_generated_detail_342
2025-11-09 04:17:42,admin,10.0.0.42,login_success,auto_generated_detail_343
2025-11-09 04:21:37,alice,10.0.0.30,file_access,auto_generated_detail_344
2025-11-09 04:24:07,carol,10.0.0.24,login_failed,auto_generated_detail_345
2025-11-09 04:26:55,bob,10.0.0.4,login_success,auto_generated_detail_346
2025-11-09 04:29:31,alice,10.0.0.7,file_access,auto_generated_detail_347
2025-11-09 04:34:00,bob,10.0.0.39,login_failed,auto_generated_detail_348
2025-11-09 04:34:31,bob,10.0.0.38,file_access,auto_generated_detail_349
2025-11-09 04:37:25,carol,10.0.0.34,login_success,auto_generated_detail_350
