incident_id,timestamp,type,user,source_ip,evidence,severity_score,is_external,kb_path
INC0568,2025-11-10 15:09:01,Data Exfiltration,carol,10.0.0.36,external_transfer auto_generated_detail_1163,10,False,knowledge_articles\INC0568.md
INC0400,2025-11-10 01:17:04,Privilege Escalation,carol,10.0.0.13,privilege_escalation auto_generated_detail_822,10,False,knowledge_articles\INC0400.md
INC0142,2025-11-09 01:17:23,Privilege Escalation,bob,10.0.0.49,privilege_escalation auto_generated_detail_272,10,False,knowledge_articles\INC0142.md
INC0203,2025-11-09 06:51:02,Privilege Escalation,alice,10.0.0.36,privilege_escalation auto_generated_detail_400,10,False,knowledge_articles\INC0203.md
INC0222,2025-11-09 08:56:59,Privilege Escalation,alice,10.0.0.41,privilege_escalation auto_generated_detail_446,10,False,knowledge_articles\INC0222.md
INC0240,2025-11-09 10:36:29,Privilege Escalation,admin,10.0.0.49,privilege_escalation auto_generated_detail_484,10,False,knowledge_articles\INC0240.md
INC0268,2025-11-09 12:48:37,Privilege Escalation,carol,10.0.0.21,privilege_escalation auto_generated_detail_535,10,False,knowledge_articles\INC0268.md
INC0274,2025-11-09 13:19:52,Privilege Escalation,bob,10.0.0.10,privilege_escalation auto_generated_detail_544,10,False,knowledge_articles\INC0274.md
INC0308,2025-11-09 16:07:36,Privilege Escalation,dave,10.0.0.46,privilege_escalation auto_generated_detail_609,10,False,knowledge_articles\INC0308.md
INC0315,2025-11-09 17:15:00,Data Exfiltration,bob,10.0.0.40,external_transfer auto_generated_detail_633,10,False,knowledge_articles\INC0315.md
INC0319,2025-11-09 17:42:56,Privilege Escalation,bob,10.0.0.11,privilege_escalation auto_generated_detail_642,10,False,knowledge_articles\INC0319.md
INC0333,2025-11-09 19:29:56,Privilege Escalation,dave,10.0.0.28,privilege_escalation auto_generated_detail_680,10,False,knowledge_articles\INC0333.md
INC0341,2025-11-09 19:59:49,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_691,10,True,knowledge_articles\INC0341.md
INC0344,2025-11-09 20:08:31,Authentication Failure,admin,203.0.113.55,login_failed auto_generated_detail_694,10,True,knowledge_articles\INC0344.md
INC0361,2025-11-09 21:39:39,Data Exfiltration,dave,10.0.0.32,external_transfer auto_generated_detail_734,10,False,knowledge_articles\INC0361.md
INC0362,2025-11-09 21:42:26,Data Exfiltration,alice,10.0.0.5,external_transfer auto_generated_detail_736,10,False,knowledge_articles\INC0362.md
INC0363,2025-11-09 21:45:59,Privilege Escalation,carol,10.0.0.42,privilege_escalation auto_generated_detail_737,10,False,knowledge_articles\INC0363.md
INC0372,2025-11-09 22:21:02,Privilege Escalation,admin,10.0.0.45,privilege_escalation auto_generated_detail_753,10,False,knowledge_articles\INC0372.md
INC0382,2025-11-09 23:31:06,Data Exfiltration,bob,10.0.0.6,external_transfer auto_generated_detail_778,10,False,knowledge_articles\INC0382.md
INC0391,2025-11-10 00:19:30,Privilege Escalation,bob,10.0.0.10,privilege_escalation auto_generated_detail_800,10,False,knowledge_articles\INC0391.md
INC0397,2025-11-10 01:05:10,Privilege Escalation,dave,10.0.0.23,privilege_escalation auto_generated_detail_816,10,False,knowledge_articles\INC0397.md
INC0563,2025-11-10 14:49:22,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_1154,10,True,knowledge_articles\INC0563.md
INC0189,2025-11-09 05:49:09,Privilege Escalation,carol,10.0.0.8,privilege_escalation auto_generated_detail_377,10,False,knowledge_articles\INC0189.md
INC0651,2025-11-10 22:38:09,Data Exfiltration,admin,10.0.0.28,external_transfer auto_generated_detail_1340,10,False,knowledge_articles\INC0651.md
INC0642,2025-11-10 22:13:14,Data Exfiltration,admin,10.0.0.3,external_transfer auto_generated_detail_1329,10,False,knowledge_articles\INC0642.md
INC0684,2025-11-11 00:55:20,Privilege Escalation,admin,10.0.0.16,privilege_escalation auto_generated_detail_1394,10,False,knowledge_articles\INC0684.md
INC0693,2025-11-11 01:43:48,Privilege Escalation,dave,10.0.0.22,privilege_escalation auto_generated_detail_1413,10,False,knowledge_articles\INC0693.md
INC0618,2025-11-10 19:44:06,Data Exfiltration,dave,10.0.0.6,external_transfer auto_generated_detail_1269,10,False,knowledge_articles\INC0618.md
INC0657,2025-11-10 23:07:09,Privilege Escalation,carol,10.0.0.26,privilege_escalation auto_generated_detail_1353,10,False,knowledge_articles\INC0657.md
INC0681,2025-11-11 00:43:14,Privilege Escalation,svc_sync,10.0.0.32,privilege_escalation auto_generated_detail_1390,10,False,knowledge_articles\INC0681.md
INC0678,2025-11-11 00:30:00,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_1385,10,True,knowledge_articles\INC0678.md
INC0702,2025-11-11 02:34:34,Data Exfiltration,bob,10.0.0.11,external_transfer auto_generated_detail_1430,10,False,knowledge_articles\INC0702.md
INC0704,2025-11-11 02:56:39,Privilege Escalation,bob,10.0.0.43,privilege_escalation auto_generated_detail_1439,10,False,knowledge_articles\INC0704.md
INC0677,2025-11-11 00:26:46,Authentication Failure,carol,203.0.113.55,login_failed auto_generated_detail_1384,10,True,knowledge_articles\INC0677.md
INC0713,2025-11-11 03:56:31,Privilege Escalation,svc_backup,10.0.0.29,privilege_escalation auto_generated_detail_1461,10,False,knowledge_articles\INC0713.md
INC0649,2025-11-10 22:34:06,Data Exfiltration,alice,10.0.0.36,external_transfer auto_generated_detail_1338,10,False,knowledge_articles\INC0649.md
INC0675,2025-11-11 00:23:17,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_1382,10,True,knowledge_articles\INC0675.md
INC0595,2025-11-10 17:49:00,Privilege Escalation,bob,10.0.0.10,privilege_escalation auto_generated_detail_1224,10,False,knowledge_articles\INC0595.md
INC0723,2025-11-11 05:06:15,Data Exfiltration,carol,10.0.0.44,external_transfer auto_generated_detail_1484,10,False,knowledge_articles\INC0723.md
INC0650,2025-11-10 22:35:16,Privilege Escalation,alice,10.0.0.11,privilege_escalation auto_generated_detail_1339,10,False,knowledge_articles\INC0650.md
INC0584,2025-11-10 16:43:09,Privilege Escalation,dave,10.0.0.35,privilege_escalation auto_generated_detail_1200,10,False,knowledge_articles\INC0584.md
INC0370,2025-11-09 22:09:29,Unauthorized Configuration Change,dave,10.0.0.9,config_change auto_generated_detail_748,9,False,knowledge_articles\INC0370.md
INC0359,2025-11-09 21:29:00,Unauthorized Configuration Change,bob,10.0.0.5,config_change auto_generated_detail_730,9,False,knowledge_articles\INC0359.md
INC0366,2025-11-09 21:59:25,Unauthorized Configuration Change,bob,10.0.0.29,config_change auto_generated_detail_742,9,False,knowledge_articles\INC0366.md
INC0364,2025-11-09 21:57:13,Insider / Removable Media,alice,10.0.0.15,usb_insert auto_generated_detail_740,9,False,knowledge_articles\INC0364.md
INC0377,2025-11-09 22:57:08,Unauthorized Configuration Change,dave,10.0.0.36,config_change auto_generated_detail_765,9,False,knowledge_articles\INC0377.md
INC0379,2025-11-09 23:09:58,Network Intrusion / Reconnaissance,alice,10.0.0.35,port_scan auto_generated_detail_769,9,False,knowledge_articles\INC0379.md
INC0380,2025-11-09 23:13:42,Insider / Removable Media,carol,10.0.0.5,usb_insert auto_generated_detail_770,9,False,knowledge_articles\INC0380.md
INC0667,2025-11-11 00:00:59,Unauthorized Configuration Change,bob,10.0.0.21,config_change auto_generated_detail_1373,9,False,knowledge_articles\INC0667.md
INC0385,2025-11-09 23:52:09,Unauthorized Configuration Change,admin,10.0.0.37,config_change auto_generated_detail_787,9,False,knowledge_articles\INC0385.md
INC0662,2025-11-10 23:32:32,Unauthorized Configuration Change,bob,10.0.0.21,config_change auto_generated_detail_1360,9,False,knowledge_articles\INC0662.md
INC0360,2025-11-09 21:31:58,Network Intrusion / Reconnaissance,carol,10.0.0.2,port_scan auto_generated_detail_732,9,False,knowledge_articles\INC0360.md
INC0339,2025-11-09 19:49:40,Unauthorized Configuration Change,alice,10.0.0.43,config_change auto_generated_detail_687,9,False,knowledge_articles\INC0339.md
INC0348,2025-11-09 20:40:22,Unauthorized Configuration Change,dave,10.0.0.45,config_change auto_generated_detail_707,9,False,knowledge_articles\INC0348.md
INC0695,2025-11-11 01:52:21,Unauthorized Configuration Change,alice,10.0.0.25,config_change auto_generated_detail_1416,9,False,knowledge_articles\INC0695.md
INC0729,2025-11-11 05:25:01,Unauthorized Configuration Change,carol,10.0.0.39,config_change auto_generated_detail_1495,9,False,knowledge_articles\INC0729.md
INC0726,2025-11-11 05:13:35,Unauthorized Configuration Change,dave,10.0.0.40,config_change auto_generated_detail_1489,9,False,knowledge_articles\INC0726.md
INC0211,2025-11-09 07:49:38,Data Exfiltration,carol,10.0.0.17,external_transfer auto_generated_detail_423,9,False,knowledge_articles\INC0211.md
INC0227,2025-11-09 09:31:06,Brute Force / Authentication Attack,alice,203.0.113.55,brute_force auto_generated_detail_460,9,True,knowledge_articles\INC0227.md
INC0228,2025-11-09 09:35:15,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_461,9,True,knowledge_articles\INC0228.md
INC0231,2025-11-09 09:39:34,Authentication Failure,admin,203.0.113.55,login_failed auto_generated_detail_464,9,True,knowledge_articles\INC0231.md
INC0722,2025-11-11 04:47:19,Network Intrusion / Reconnaissance,carol,10.0.0.4,port_scan auto_generated_detail_1479,9,False,knowledge_articles\INC0722.md
INC0241,2025-11-09 10:42:03,Data Exfiltration,carol,10.0.0.22,external_transfer auto_generated_detail_486,9,False,knowledge_articles\INC0241.md
INC0243,2025-11-09 10:48:33,Data Exfiltration,carol,10.0.0.14,external_transfer auto_generated_detail_488,9,False,knowledge_articles\INC0243.md
INC0247,2025-11-09 11:05:25,Data Exfiltration,bob,10.0.0.20,external_transfer auto_generated_detail_494,9,False,knowledge_articles\INC0247.md
INC0715,2025-11-11 04:04:49,Insider / Removable Media,bob,10.0.0.37,usb_insert auto_generated_detail_1464,9,False,knowledge_articles\INC0715.md
INC0273,2025-11-09 13:10:21,Data Exfiltration,bob,10.0.0.45,external_transfer auto_generated_detail_542,9,False,knowledge_articles\INC0273.md
INC0705,2025-11-11 03:10:39,Unauthorized Configuration Change,admin,10.0.0.20,config_change auto_generated_detail_1444,9,False,knowledge_articles\INC0705.md
INC0311,2025-11-09 16:50:48,Unauthorized Configuration Change,alice,10.0.0.40,config_change auto_generated_detail_622,9,False,knowledge_articles\INC0311.md
INC0323,2025-11-09 18:01:29,Insider / Removable Media,svc_sync,10.0.0.23,usb_insert auto_generated_detail_649,9,False,knowledge_articles\INC0323.md
INC0659,2025-11-10 23:15:24,Unauthorized Configuration Change,carol,10.0.0.47,config_change auto_generated_detail_1355,9,False,knowledge_articles\INC0659.md
INC0570,2025-11-10 15:24:43,Unauthorized Configuration Change,bob,10.0.0.45,config_change auto_generated_detail_1168,9,False,knowledge_articles\INC0570.md
INC0401,2025-11-10 01:22:01,Unauthorized Configuration Change,dave,10.0.0.41,config_change auto_generated_detail_823,9,False,knowledge_articles\INC0401.md
INC0149,2025-11-09 01:56:58,Data Exfiltration,bob,10.0.0.16,external_transfer auto_generated_detail_289,9,False,knowledge_articles\INC0149.md
INC0493,2025-11-10 08:41:24,Network Intrusion / Reconnaissance,dave,10.0.0.12,port_scan auto_generated_detail_1008,9,False,knowledge_articles\INC0493.md
INC0495,2025-11-10 08:50:24,Unauthorized Configuration Change,alice,10.0.0.45,config_change auto_generated_detail_1011,9,False,knowledge_articles\INC0495.md
INC0496,2025-11-10 09:05:59,Unauthorized Configuration Change,dave,10.0.0.36,config_change auto_generated_detail_1017,9,False,knowledge_articles\INC0496.md
INC0602,2025-11-10 18:15:29,Insider / Removable Media,admin,10.0.0.15,usb_insert auto_generated_detail_1237,9,False,knowledge_articles\INC0602.md
INC0506,2025-11-10 10:12:14,Unauthorized Configuration Change,carol,10.0.0.6,config_change auto_generated_detail_1041,9,False,knowledge_articles\INC0506.md
INC0598,2025-11-10 18:04:38,Unauthorized Configuration Change,alice,10.0.0.49,config_change auto_generated_detail_1232,9,False,knowledge_articles\INC0598.md
INC0596,2025-11-10 17:51:15,Unauthorized Configuration Change,bob,10.0.0.21,config_change auto_generated_detail_1226,9,False,knowledge_articles\INC0596.md
INC0528,2025-11-10 12:01:47,Network Intrusion / Reconnaissance,admin,10.0.0.4,port_scan auto_generated_detail_1086,9,False,knowledge_articles\INC0528.md
INC0531,2025-11-10 12:09:40,Insider / Removable Media,carol,10.0.0.26,usb_insert auto_generated_detail_1090,9,False,knowledge_articles\INC0531.md
INC0548,2025-11-10 13:44:53,Unauthorized Configuration Change,alice,10.0.0.27,config_change auto_generated_detail_1130,9,False,knowledge_articles\INC0548.md
INC0592,2025-11-10 17:37:36,Unauthorized Configuration Change,carol,10.0.0.35,config_change auto_generated_detail_1218,9,False,knowledge_articles\INC0592.md
INC0553,2025-11-10 14:09:37,Unauthorized Configuration Change,bob,10.0.0.4,config_change auto_generated_detail_1139,9,False,knowledge_articles\INC0553.md
INC0555,2025-11-10 14:16:06,Unauthorized Configuration Change,alice,10.0.0.19,config_change auto_generated_detail_1142,9,False,knowledge_articles\INC0555.md
INC0587,2025-11-10 16:55:59,Insider / Removable Media,admin,10.0.0.31,usb_insert auto_generated_detail_1205,9,False,knowledge_articles\INC0587.md
INC0585,2025-11-10 16:47:30,Unauthorized Configuration Change,bob,10.0.0.17,config_change auto_generated_detail_1202,9,False,knowledge_articles\INC0585.md
INC0581,2025-11-10 16:35:23,Insider / Removable Media,dave,10.0.0.35,usb_insert auto_generated_detail_1195,9,False,knowledge_articles\INC0581.md
INC0580,2025-11-10 16:32:08,Unauthorized Configuration Change,bob,10.0.0.30,config_change auto_generated_detail_1194,9,False,knowledge_articles\INC0580.md
INC0490,2025-11-10 08:25:14,Network Intrusion / Reconnaissance,svc_backup,10.0.0.10,port_scan auto_generated_detail_1002,9,False,knowledge_articles\INC0490.md
INC0603,2025-11-10 18:20:24,Unauthorized Configuration Change,svc_sync,10.0.0.39,config_change auto_generated_detail_1240,9,False,knowledge_articles\INC0603.md
INC0654,2025-11-10 22:50:31,Unauthorized Configuration Change,bob,10.0.0.46,config_change auto_generated_detail_1345,9,False,knowledge_articles\INC0654.md
INC0482,2025-11-10 07:51:22,Unauthorized Configuration Change,dave,10.0.0.8,config_change auto_generated_detail_989,9,False,knowledge_articles\INC0482.md
INC0576,2025-11-10 16:00:16,Unauthorized Configuration Change,carol,10.0.0.22,config_change auto_generated_detail_1180,9,False,knowledge_articles\INC0576.md
INC0412,2025-11-10 02:30:25,Unauthorized Configuration Change,carol,10.0.0.11,config_change auto_generated_detail_854,9,False,knowledge_articles\INC0412.md
INC0415,2025-11-10 02:59:59,Unauthorized Configuration Change,svc_backup,10.0.0.38,config_change auto_generated_detail_869,9,False,knowledge_articles\INC0415.md
INC0427,2025-11-10 03:45:35,Unauthorized Configuration Change,bob,10.0.0.18,config_change auto_generated_detail_888,9,False,knowledge_articles\INC0427.md
INC0434,2025-11-10 04:14:15,Unauthorized Configuration Change,alice,10.0.0.35,config_change auto_generated_detail_901,9,False,knowledge_articles\INC0434.md
INC0439,2025-11-10 04:42:48,Unauthorized Configuration Change,dave,10.0.0.37,config_change auto_generated_detail_910,9,False,knowledge_articles\INC0439.md
INC0443,2025-11-10 05:03:32,Network Intrusion / Reconnaissance,carol,10.0.0.42,port_scan auto_generated_detail_919,9,False,knowledge_articles\INC0443.md
INC0637,2025-11-10 21:17:52,Network Intrusion / Reconnaissance,dave,10.0.0.12,port_scan auto_generated_detail_1308,9,False,knowledge_articles\INC0637.md
INC0633,2025-11-10 20:55:04,Insider / Removable Media,carol,10.0.0.27,usb_insert auto_generated_detail_1298,9,False,knowledge_articles\INC0633.md
INC0456,2025-11-10 05:53:45,Insider / Removable Media,dave,10.0.0.35,usb_insert auto_generated_detail_943,9,False,knowledge_articles\INC0456.md
INC0631,2025-11-10 20:50:02,Unauthorized Configuration Change,admin,10.0.0.16,config_change auto_generated_detail_1294,9,False,knowledge_articles\INC0631.md
INC0626,2025-11-10 20:25:07,Network Intrusion / Reconnaissance,alice,10.0.0.4,port_scan auto_generated_detail_1282,9,False,knowledge_articles\INC0626.md
INC0465,2025-11-10 06:39:35,Unauthorized Configuration Change,alice,10.0.0.26,config_change auto_generated_detail_961,9,False,knowledge_articles\INC0465.md
INC0466,2025-11-10 06:39:59,Insider / Removable Media,admin,10.0.0.48,usb_insert auto_generated_detail_962,9,False,knowledge_articles\INC0466.md
INC0473,2025-11-10 07:13:45,Insider / Removable Media,bob,10.0.0.23,usb_insert auto_generated_detail_972,9,False,knowledge_articles\INC0473.md
INC0625,2025-11-10 20:19:14,Unauthorized Configuration Change,carol,10.0.0.26,config_change auto_generated_detail_1280,9,False,knowledge_articles\INC0625.md
INC0623,2025-11-10 20:10:26,Unauthorized Configuration Change,admin,10.0.0.28,config_change auto_generated_detail_1278,9,False,knowledge_articles\INC0623.md
INC0487,2025-11-10 08:08:53,Insider / Removable Media,bob,10.0.0.23,usb_insert auto_generated_detail_997,9,False,knowledge_articles\INC0487.md
INC0369,2025-11-09 22:07:02,Unauthorized Configuration Change,alice,10.0.0.10,config_change auto_generated_detail_747,9,False,knowledge_articles\INC0369.md
INC0732,2025-11-11 05:35:42,Unauthorized Configuration Change,dave,10.0.0.28,config_change auto_generated_detail_1499,9,False,knowledge_articles\INC0732.md
INC0089,2025-11-08 20:30:14,Data Exfiltration,alice,10.0.0.36,external_transfer auto_generated_detail_171,9,False,knowledge_articles\INC0089.md
INC0125,2025-11-08 23:55:02,Data Exfiltration,alice,10.0.0.30,external_transfer auto_generated_detail_243,9,False,knowledge_articles\INC0125.md
INC0119,2025-11-08 23:34:47,Authentication Failure,admin,203.0.113.55,login_failed auto_generated_detail_234,9,True,knowledge_articles\INC0119.md
INC0117,2025-11-08 23:27:51,Brute Force / Authentication Attack,carol,203.0.113.55,brute_force auto_generated_detail_232,9,True,knowledge_articles\INC0117.md
INC0116,2025-11-08 23:24:18,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_231,9,True,knowledge_articles\INC0116.md
INC0053,2025-11-08 17:37:48,Data Exfiltration,bob,10.0.0.6,external_transfer auto_generated_detail_101,9,False,knowledge_articles\INC0053.md
INC0084,2025-11-08 20:05:46,Data Exfiltration,carol,10.0.0.35,external_transfer auto_generated_detail_163,9,False,knowledge_articles\INC0084.md
INC0095,2025-11-08 20:59:20,Data Exfiltration,alice,10.0.0.38,external_transfer auto_generated_detail_181,9,False,knowledge_articles\INC0095.md
INC0115,2025-11-08 23:22:49,Brute Force / Authentication Attack,alice,203.0.113.55,brute_force auto_generated_detail_230,9,True,knowledge_articles\INC0115.md
INC0144,2025-11-09 01:34:26,Data Exfiltration,bob,10.0.0.9,external_transfer auto_generated_detail_277,9,False,knowledge_articles\INC0144.md
INC0004,2025-11-08 13:18:35,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_3,9,True,knowledge_articles\INC0004.md
INC0006,2025-11-08 13:24:11,Brute Force / Authentication Attack,admin,203.0.113.55,brute_force auto_generated_detail_5,9,True,knowledge_articles\INC0006.md
INC0419,2025-11-10 03:13:22,Suspicious File Activity,dave,10.0.0.19,file_copied auto_generated_detail_874,8,False,knowledge_articles\INC0419.md
INC0332,2025-11-09 19:26:17,Suspicious File Activity,svc_sync,10.0.0.34,file_access auto_generated_detail_679,8,False,knowledge_articles\INC0332.md
INC0321,2025-11-09 17:50:22,Suspicious File Activity,dave,10.0.0.25,file_access auto_generated_detail_645,8,False,knowledge_articles\INC0321.md
INC0322,2025-11-09 17:57:55,Suspicious File Activity,carol,10.0.0.43,file_access auto_generated_detail_648,8,False,knowledge_articles\INC0322.md
INC0065,2025-11-08 18:30:59,Unauthorized Configuration Change,admin,10.0.0.19,config_change auto_generated_detail_123,8,False,knowledge_articles\INC0065.md
INC0515,2025-11-10 11:07:31,Suspicious File Activity,carol,10.0.0.23,file_access auto_generated_detail_1065,8,False,knowledge_articles\INC0515.md
INC0513,2025-11-10 11:03:38,Suspicious File Activity,bob,10.0.0.44,file_access auto_generated_detail_1063,8,False,knowledge_articles\INC0513.md
INC0509,2025-11-10 10:46:07,Suspicious File Activity,alice,10.0.0.43,file_download auto_generated_detail_1057,8,False,knowledge_articles\INC0509.md
INC0327,2025-11-09 18:42:46,Suspicious File Activity,carol,10.0.0.13,file_access auto_generated_detail_662,8,False,knowledge_articles\INC0327.md
INC0328,2025-11-09 18:46:37,Suspicious File Activity,bob,10.0.0.49,file_access auto_generated_detail_663,8,False,knowledge_articles\INC0328.md
INC0508,2025-11-10 10:37:25,Suspicious File Activity,bob,10.0.0.48,file_access auto_generated_detail_1053,8,False,knowledge_articles\INC0508.md
INC0330,2025-11-09 19:16:15,Suspicious File Activity,carol,10.0.0.36,file_access auto_generated_detail_675,8,False,knowledge_articles\INC0330.md
INC0331,2025-11-09 19:19:38,Suspicious File Activity,bob,10.0.0.30,file_access auto_generated_detail_677,8,False,knowledge_articles\INC0331.md
INC0503,2025-11-10 09:43:06,Suspicious File Activity,svc_sync,10.0.0.45,file_copied auto_generated_detail_1032,8,False,knowledge_articles\INC0503.md
INC0505,2025-11-10 10:08:22,Suspicious File Activity,carol,10.0.0.46,file_download auto_generated_detail_1040,8,False,knowledge_articles\INC0505.md
INC0430,2025-11-10 03:53:39,Suspicious File Activity,dave,10.0.0.47,file_access auto_generated_detail_894,8,False,knowledge_articles\INC0430.md
INC0502,2025-11-10 09:40:52,Suspicious File Activity,bob,10.0.0.43,file_access auto_generated_detail_1031,8,False,knowledge_articles\INC0502.md
INC0498,2025-11-10 09:18:45,Suspicious File Activity,alice,10.0.0.22,file_access auto_generated_detail_1023,8,False,knowledge_articles\INC0498.md
INC0340,2025-11-09 19:56:40,Authentication Failure,dave,203.0.113.55,login_failed auto_generated_detail_690,8,True,knowledge_articles\INC0340.md
INC0068,2025-11-08 18:46:22,Unauthorized Configuration Change,svc_backup,10.0.0.21,config_change auto_generated_detail_131,8,False,knowledge_articles\INC0068.md
INC0342,2025-11-09 20:01:10,Authentication Failure,admin,203.0.113.55,login_failed auto_generated_detail_692,8,True,knowledge_articles\INC0342.md
INC0423,2025-11-10 03:32:43,Suspicious File Activity,bob,10.0.0.35,file_download auto_generated_detail_882,8,False,knowledge_articles\INC0423.md
INC0346,2025-11-09 20:17:06,Suspicious File Activity,carol,10.0.0.19,file_access auto_generated_detail_698,8,False,knowledge_articles\INC0346.md
INC0349,2025-11-09 20:42:25,Brute Force / Authentication Attack,bob,10.0.0.2,brute_force auto_generated_detail_709,8,False,knowledge_articles\INC0349.md
INC0494,2025-11-10 08:43:42,Suspicious File Activity,alice,10.0.0.5,file_access auto_generated_detail_1009,8,False,knowledge_articles\INC0494.md
INC0518,2025-11-10 11:26:52,Suspicious File Activity,admin,10.0.0.10,file_copied auto_generated_detail_1072,8,False,knowledge_articles\INC0518.md
INC0318,2025-11-09 17:40:43,Suspicious File Activity,carol,10.0.0.10,file_access auto_generated_detail_641,8,False,knowledge_articles\INC0318.md
INC0353,2025-11-09 21:01:15,Suspicious File Activity,dave,10.0.0.29,file_access auto_generated_detail_717,8,False,knowledge_articles\INC0353.md
INC0536,2025-11-10 12:32:42,Suspicious File Activity,carol,10.0.0.38,file_access auto_generated_detail_1102,8,False,knowledge_articles\INC0536.md
INC0282,2025-11-09 13:53:41,Insider / Removable Media,carol,10.0.0.5,usb_insert auto_generated_detail_558,8,False,knowledge_articles\INC0282.md
INC0554,2025-11-10 14:14:08,Suspicious File Activity,carol,10.0.0.16,file_access auto_generated_detail_1140,8,False,knowledge_articles\INC0554.md
INC0551,2025-11-10 14:01:08,Suspicious File Activity,svc_backup,10.0.0.13,file_access auto_generated_detail_1137,8,False,knowledge_articles\INC0551.md
INC0288,2025-11-09 14:28:56,Unauthorized Configuration Change,svc_sync,10.0.0.9,config_change auto_generated_detail_570,8,False,knowledge_articles\INC0288.md
INC0061,2025-11-08 18:12:44,Unauthorized Configuration Change,admin,10.0.0.8,config_change auto_generated_detail_116,8,False,knowledge_articles\INC0061.md
INC0293,2025-11-09 14:48:00,Unauthorized Configuration Change,carol,10.0.0.16,config_change auto_generated_detail_577,8,False,knowledge_articles\INC0293.md
